,Initial Rule Trees
352,"G[?,?]((&SBP <= ?O2Sat <= ?) | Bilirubin_total >= ?)"
353,"G[?,?]((&O2Sat <= ?O2Sat >= ?) -> (HR >= ? & HR >= ?))"
354,"G[?,?](Creatinine <= ? | PaCO2 >= ?)"
355,"(PaCO2 >= ?) U[?,?] (BaseExcess <= ?)"
356,"G[?,?]((->Temp >= ?SBP <= ?) | (Temp <= ? & O2Sat <= ?))"
357,"G[?,?]((->O2Sat >= ?SBP >= ?) | Temp <= ?)"
358,"G[?,?](Chloride <= ? -> BUN >= ?)"
359,"G[?,?]((|SBP <= ?WBC <= ?) | (Temp >= ? -> SBP <= ?))"
360,"G[?,?](PaCO2 >= ? -> AST >= ?)"
361,"G[?,?]((->Lactate <= ?HR >= ?) | (SBP >= ? -> Temp <= ?))"
362,"G[?,?](HR <= ? & BUN <= ?)"
363,"G[?,?](Calcium >= ? | (HR <= ? | SBP <= ?))"
364,"G[?,?]((->Temp <= ?HR >= ?) | (O2Sat >= ? | HR <= ?))"
365,"G[?,?]((->O2Sat >= ?Temp <= ?) | (HR >= ? | Temp >= ?))"
366,"G[?,?]((|HR <= ?HR >= ?) | Lactate <= ?)"
367,"G[?,?]((&Lactate <= ?HR <= ?) | WBC >= ?)"
368,"G[?,?]((|Temp <= ?WBC <= ?) | WBC >= ?)"
369,"G[?,?]((->Temp <= ?SBP <= ?) | (Temp <= ? -> O2Sat >= ?))"
370,"G[?,?]((->Lactate <= ?O2Sat <= ?) | (MAP <= ? | HR >= ?))"
371,"G[?,?]((|Temp <= ?Temp >= ?) | Chloride >= ?)"
372,"G[?,?]((->SBP <= ?SBP >= ?) | (O2Sat <= ? -> Temp >= ?))"
373,"G[?,?](Hct >= ? | (MAP <= ? | HR <= ?))"
374,"G[?,?](HCO3 <= ? & PaCO2 <= ?)"
375,"G[?,?]((->Hgb >= ?HR <= ?) | FiO2 >= ?)"
376,"G[?,?]((->SBP <= ?SBP >= ?) | (HR >= ? -> O2Sat <= ?))"
377,"G[?,?](TroponinI >= ? -> Temp >= ?)"
378,"G[?,?]((|Temp >= ?HR >= ?) | (MAP <= ? | HR <= ?))"
379,"G[?,?]((->Temp <= ?SBP <= ?) | SaO2 >= ?)"
380,"G[?,?](FiO2 <= ? | Magnesium <= ?)"
381,"G[?,?]((->Temp >= ?HR >= ?) | (HR >= ? | SBP <= ?))"
382,"G[?,?]((&O2Sat <= ?O2Sat <= ?) -> HR <= ?)"
383,"G[?,?]((->SBP <= ?HR >= ?) | O2Sat >= ?)"
384,"G[?,?](PaCO2 >= ? | (AST >= ? -> HR <= ?))"
385,"G[?,?]((|pH <= ?SBP <= ?) | PTT <= ?)"
386,"G[?,?]((->Temp >= ?SBP >= ?) | (SBP <= ? -> SBP <= ?))"
387,"G[?,?]((->HR <= ?Temp >= ?) | (O2Sat >= ? -> SBP <= ?))"
388,"G[?,?]((->Lactate <= ?HR >= ?) | (Lactate <= ? & O2Sat <= ?))"
389,"G[?,?](Glucose <= ? | (HR <= ? & Temp <= ?))"
390,"G[?,?]((&O2Sat >= ?O2Sat >= ?) | (SBP <= ? -> HR <= ?))"
391,"G[?,?]((|O2Sat >= ?SBP <= ?) | (O2Sat >= ? -> MAP <= ?))"
392,"G[?,?](DBP <= ? | BaseExcess <= ?)"
393,"G[?,?]((|Temp <= ?WBC <= ?) | AST <= ?)"
394,"G[?,?](Glucose <= ? | (O2Sat >= ? | HR <= ?))"
395,"G[?,?](Resp >= ? -> Alkalinephos <= ?)"
396,"G[?,?]((&O2Sat >= ?HR <= ?) | (Lactate <= ? & Temp >= ?))"
397,"G[?,?](HCO3 >= ? | HR <= ?)"
398,"G[?,?]((->HR <= ?Temp >= ?) | (SBP <= ? | Temp >= ?))"
399,"G[?,?]((->SBP <= ?SBP <= ?) | (Temp <= ? -> SBP <= ?))"
400,"G[?,?]((|Temp <= ?HR >= ?) | (HR >= ? -> O2Sat >= ?))"
401,"G[?,?](BaseExcess <= ? | (HR >= ? | Temp <= ?))"
402,"G[?,?](DBP <= ? | (SBP <= ? | HR >= ?))"
403,"G[?,?](Potassium <= ? | (Temp >= ? -> O2Sat >= ?))"
404,"G[?,?]((&O2Sat >= ?O2Sat >= ?) | (SBP <= ? | HR >= ?))"
405,"G[?,?]((|Temp <= ?HR <= ?) | (SBP <= ? | HR >= ?))"
406,"G[?,?]((|HR <= ?Temp >= ?) | SBP >= ?)"
407,"G[?,?]((->O2Sat <= ?HR <= ?) | (MAP <= ? | Temp <= ?))"
408,"G[?,?]((->O2Sat >= ?O2Sat <= ?) | Fibrinogen <= ?)"
409,"G[?,?]((->Temp >= ?HR <= ?) | Bilirubin_direct <= ?)"
410,"G[?,?](Chloride >= ? -> Phosphate <= ?)"
411,"G[?,?]((|HR <= ?HR >= ?) | (HR >= ? | TroponinI >= ?))"
412,"G[?,?]((&Lactate <= ?O2Sat >= ?) | HCO3 <= ?)"
413,"G[?,?]((->HR <= ?HR <= ?) | (AST >= ? -> O2Sat <= ?))"
414,"G[?,?]((->O2Sat <= ?HR >= ?) | (O2Sat >= ? -> Temp >= ?))"
415,"G[?,?]((&Temp <= ?O2Sat <= ?) | (AST >= ? -> SBP <= ?))"
416,"G[?,?]((->Temp <= ?Temp >= ?) | (O2Sat <= ? & Temp <= ?))"
417,"G[?,?]((->SBP <= ?MAP <= ?) | (SBP <= ? -> SBP <= ?))"
418,"G[?,?]((&SBP <= ?Temp <= ?) | (Platelets <= ? -> MAP <= ?))"
419,"G[?,?]((&Temp >= ?O2Sat >= ?) -> O2Sat <= ?)"
420,"G[?,?]((|pH <= ?SBP >= ?) | (HR <= ? & Temp >= ?))"
421,"G[?,?]((->HR <= ?HR >= ?) | (Platelets <= ? -> SBP <= ?))"
422,"G[?,?]((->Temp >= ?SBP <= ?) | (Temp <= ? -> HR <= ?))"
423,"G[?,?](WBC >= ? | (O2Sat >= ? & Temp <= ?))"
424,"G[?,?](Glucose >= ? | Magnesium <= ?)"
425,"G[?,?]((|Temp <= ?O2Sat >= ?) | SepsisLabel >= ?)"
426,"G[?,?]((->Hgb >= ?Temp >= ?) | Resp >= ?)"
427,"G[?,?]((|pH <= ?MAP >= ?) | (Temp <= ? -> HR <= ?))"
428,"G[?,?](BUN <= ? | HR <= ?)"
429,"G[?,?]((&SBP <= ?O2Sat >= ?) | (HR <= ? -> Temp <= ?))"
430,"G[?,?]((->SBP <= ?Temp >= ?) | (HR >= ? | O2Sat >= ?))"
431,"G[?,?]((->O2Sat <= ?O2Sat <= ?) | (O2Sat >= ? | Temp <= ?))"
432,"G[?,?](Platelets <= ? | FiO2 <= ?)"
433,"G[?,?](TroponinI <= ? | (O2Sat >= ? -> MAP <= ?))"
434,"G[?,?]((->SBP <= ?HR <= ?) | (SBP >= ? -> SBP >= ?))"
435,"G[?,?](Chloride >= ? | (MAP <= ? | O2Sat >= ?))"
436,"G[?,?]((|Temp >= ?SBP >= ?) | (Temp <= ? & Temp <= ?))"
437,"G[?,?](PaCO2 <= ? | (HR <= ? | SBP <= ?))"
438,"G[?,?](Platelets >= ? -> Chloride <= ?)"
439,"G[?,?]((|pH <= ?SBP >= ?) | AST <= ?)"
440,"G[?,?](Lactate >= ? -> Hgb >= ?)"
441,"G[?,?](Magnesium <= ? | Phosphate <= ?)"
442,"F[?,?](BaseExcess <= ? & pH <= ?)"
443,"G[?,?](pH <= ? | PTT <= ?)"
444,"G[?,?]((->Lactate <= ?HR >= ?) | (HR <= ? -> O2Sat >= ?))"
445,"G[?,?](WBC <= ? -> HCO3 <= ?)"
446,"G[?,?](HCO3 >= ? -> FiO2 >= ?)"
447,"G[?,?](Hgb >= ? -> TroponinI <= ?)"
448,"G[?,?](O2Sat <= ? -> SaO2 <= ?)"
449,"G[?,?](Bilirubin_total >= ? | (O2Sat >= ? -> SBP <= ?))"
450,"G[?,?]((->Temp <= ?HR >= ?) | PaCO2 >= ?)"
451,"G[?,?]((|SBP <= ?Temp >= ?) | (Temp <= ? -> Temp <= ?))"
452,"G[?,?](SepsisLabel >= ? | (O2Sat >= ? -> Temp <= ?))"
453,"G[?,?]((->O2Sat >= ?HR >= ?) | (SBP <= ? | O2Sat >= ?))"
454,"G[?,?](SepsisLabel <= ? | Platelets >= ?)"
455,"G[?,?](Calcium >= ? -> DBP <= ?)"
456,"G[?,?](SaO2 <= ? -> SBP <= ?)"
457,"G[?,?]((&Temp <= ?O2Sat >= ?) | (O2Sat >= ? | O2Sat >= ?))"
458,"G[?,?]((|pH <= ?MAP >= ?) | (SBP >= ? -> Temp >= ?))"
459,"G[?,?]((|SBP <= ?O2Sat >= ?) | (Lactate <= ? & O2Sat <= ?))"
460,"G[?,?]((->Temp >= ?MAP <= ?) | (AST >= ? -> HR <= ?))"
461,"G[?,?](Temp <= ? | (Platelets <= ? -> O2Sat >= ?))"
462,"G[?,?]((->O2Sat >= ?HR <= ?) | Hct >= ?)"
463,"G[?,?]((->O2Sat <= ?Temp >= ?) | (SBP >= ? -> Temp >= ?))"
464,"G[?,?](TroponinI <= ? | Potassium >= ?)"
465,"G[?,?]((->Temp <= ?MAP <= ?) | (MAP <= ? | HR >= ?))"
466,"G[?,?](AST <= ? | (HR <= ? -> HR <= ?))"
467,"G[?,?](HR <= ? | (Platelets <= ? -> Temp >= ?))"
468,"G[?,?]((&O2Sat >= ?Temp <= ?) | (Temp >= ? -> Temp <= ?))"
469,"G[?,?]((|O2Sat >= ?MAP >= ?) | TroponinI >= ?)"
470,"G[?,?]((|SBP <= ?WBC <= ?) | (Platelets <= ? -> HR <= ?))"
471,"G[?,?]((->O2Sat >= ?HR >= ?) | (SBP >= ? -> O2Sat >= ?))"
472,"G[?,?]((->HR <= ?Temp >= ?) | (O2Sat >= ? | Temp >= ?))"
473,"F[?,?](Calcium >= ? & SBP >= ?)"
474,"G[?,?]((|Temp <= ?HR <= ?) | (AST >= ? -> SBP >= ?))"
475,"G[?,?](WBC >= ? | AST <= ?)"
476,"G[?,?]((->Temp <= ?SBP >= ?) | (HR <= ? | HR <= ?))"
477,"G[?,?]((&O2Sat <= ?O2Sat <= ?) | (SBP <= ? -> SBP <= ?))"
478,"G[?,?]((->O2Sat >= ?SBP <= ?) | (HR <= ? | HR <= ?))"
479,"G[?,?]((->Temp <= ?SBP <= ?) | (SBP <= ? -> SBP >= ?))"
480,"G[?,?]((->Temp >= ?O2Sat <= ?) | PaCO2 <= ?)"
481,"G[?,?](Hgb <= ? -> Creatinine >= ?)"
482,"G[?,?]((|pH <= ?O2Sat >= ?) | (Platelets <= ? -> O2Sat <= ?))"
483,"G[?,?](HCO3 >= ? -> (O2Sat <= ? & HR >= ?))"
484,"G[?,?]((|SBP >= ?O2Sat >= ?) | (HR >= ? -> SBP >= ?))"
485,"G[?,?]((|Temp <= ?SBP >= ?) | DBP >= ?)"
486,"G[?,?]((|pH <= ?O2Sat >= ?) | (SBP <= ? -> O2Sat >= ?))"
487,"F[?,?](HR >= ? & Temp >= ?)"
488,"G[?,?](BaseExcess >= ? -> Lactate <= ?)"
489,"G[?,?]((->O2Sat <= ?SBP >= ?) | (Temp >= ? -> HR <= ?))"
490,"G[?,?](HR >= ? | WBC <= ?)"
491,"G[?,?]((&Lactate <= ?Temp <= ?) | (HR <= ? | O2Sat >= ?))"
492,"G[?,?]((&O2Sat <= ?Temp <= ?) | (SBP >= ? -> O2Sat <= ?))"
493,"G[?,?]((->O2Sat >= ?SBP >= ?) | (AST >= ? -> O2Sat >= ?))"
494,"G[?,?]((->O2Sat >= ?HR <= ?) | (SBP <= ? | HR <= ?))"
495,"G[?,?](FiO2 <= ? & MAP >= ?)"
496,"G[?,?]((->Lactate <= ?SBP <= ?) | (HR <= ? -> HR <= ?))"
497,"G[?,?](Fibrinogen >= ? | HCO3 >= ?)"
498,"G[?,?]((&SBP <= ?Temp <= ?) | (Temp <= ? -> O2Sat >= ?))"
499,"G[?,?]((|pH <= ?HR <= ?) | (HR >= ? -> MAP <= ?))"
500,"G[?,?](AST >= ? | (HR <= ? -> HR <= ?))"
501,"(WBC >= ?) U[?,?] (Temp >= ?)"
502,"G[?,?](Phosphate <= ? | (Platelets <= ? -> O2Sat >= ?))"
503,"G[?,?]((|Temp <= ?Temp <= ?) | (HR <= ? -> SBP >= ?))"
504,"G[?,?]((|HR <= ?Temp >= ?) | (Temp <= ? -> Temp <= ?))"
505,"G[?,?](Lactate >= ? -> (O2Sat <= ? & O2Sat >= ?))"
506,"G[?,?](Glucose >= ? | (HR <= ? | SBP <= ?))"
507,"G[?,?](BaseExcess >= ? | Creatinine >= ?)"
508,"G[?,?](pH >= ? -> pH <= ?)"
509,"G[?,?]((->Temp <= ?HR >= ?) | (SBP <= ? | Temp >= ?))"
510,"G[?,?](PTT <= ? -> (HR >= ? & O2Sat >= ?))"
511,"G[?,?]((|Temp <= ?WBC <= ?) | (O2Sat <= ? -> MAP <= ?))"
512,"G[?,?]((&Potassium >= ?Temp >= ?) -> PaCO2 >= ?)"
513,"G[?,?]((|Temp <= ?MAP >= ?) | pH <= ?)"
514,"G[?,?]((|SBP >= ?O2Sat >= ?) | (HR <= ? -> SBP >= ?))"
515,"G[?,?](BaseExcess >= ? | BUN >= ?)"
516,"G[?,?]((->Lactate <= ?HR <= ?) | (O2Sat >= ? -> SBP <= ?))"
517,"G[?,?]((->Temp >= ?SBP >= ?) | Hct <= ?)"
518,"G[?,?]((&Potassium >= ?HR >= ?) -> Potassium >= ?)"
519,"G[?,?]((->Hgb >= ?HR <= ?) | (HR <= ? & Temp <= ?))"
520,"G[?,?]((|HR <= ?MAP >= ?) | (SBP <= ? -> HR <= ?))"
521,"G[?,?]((|SBP >= ?HR <= ?) | Temp <= ?)"
522,"G[?,?]((&O2Sat <= ?HR >= ?) -> MAP <= ?)"
523,"G[?,?](Calcium >= ? | (HR >= ? | HR <= ?))"
524,"G[?,?]((&O2Sat >= ?O2Sat <= ?) | SepsisLabel <= ?)"
525,"G[?,?]((|Temp >= ?MAP >= ?) | (SBP <= ? | O2Sat >= ?))"
526,"G[?,?]((|O2Sat >= ?SBP <= ?) | SepsisLabel <= ?)"
527,"G[?,?]((&Temp <= ?O2Sat <= ?) | (HR <= ? | HR <= ?))"
528,"G[?,?]((|Temp <= ?SBP >= ?) | (HR <= ? -> SBP <= ?))"
529,"G[?,?]((->Temp <= ?SBP <= ?) | (O2Sat >= ? -> Temp >= ?))"
530,"G[?,?](Hct <= ? -> SBP <= ?)"
531,"G[?,?]((->Temp <= ?SBP <= ?) | Hct >= ?)"
532,"G[?,?]((->Lactate <= ?HR <= ?) | PTT >= ?)"
533,"G[?,?]((|SBP <= ?O2Sat >= ?) | WBC <= ?)"
534,"G[?,?]((->Hgb >= ?MAP <= ?) | Potassium <= ?)"
535,"G[?,?](HR <= ? | (SBP >= ? -> Temp <= ?))"
536,"G[?,?]((&O2Sat >= ?O2Sat <= ?) | (O2Sat >= ? -> SBP <= ?))"
537,"G[?,?](Bilirubin_direct <= ? | (AST >= ? -> SBP >= ?))"
538,"G[?,?]((->Lactate <= ?MAP <= ?) | PaCO2 >= ?)"
539,"G[?,?](SaO2 <= ? -> Resp <= ?)"
540,"G[?,?]((|Temp >= ?Temp <= ?) | (HR >= ? -> SBP >= ?))"
541,"G[?,?](PTT >= ? | O2Sat <= ?)"
542,"G[?,?]((->O2Sat <= ?HR <= ?) | (Temp >= ? -> O2Sat >= ?))"
543,"G[?,?](BaseExcess <= ? | Platelets <= ?)"
544,"G[?,?]((&Lactate <= ?HR <= ?) | (HR >= ? -> O2Sat >= ?))"
545,"G[?,?]((|Temp <= ?Temp >= ?) | TroponinI >= ?)"
546,"G[?,?](Hgb >= ? | (HR <= ? -> SBP <= ?))"
547,"G[?,?]((->SBP <= ?Temp >= ?) | (SBP <= ? | SBP <= ?))"
548,"G[?,?]((->HR <= ?SBP <= ?) | (O2Sat >= ? & Temp >= ?))"
549,"G[?,?]((|pH <= ?O2Sat >= ?) | (HR >= ? | HR >= ?))"
550,"G[?,?](AST <= ? | (HR <= ? -> O2Sat <= ?))"
551,"G[?,?]((|HR <= ?SBP <= ?) | EtCO2 >= ?)"
552,"(O2Sat <= ?) U[?,?] (Phosphate >= ?)"
553,"G[?,?]((|SBP >= ?MAP >= ?) | (HR >= ? | O2Sat >= ?))"
554,"G[?,?]((&O2Sat <= ?O2Sat <= ?) -> (O2Sat >= ? -> O2Sat >= ?))"
555,"G[?,?](Potassium <= ? -> AST <= ?)"
556,"G[?,?](PaCO2 <= ? | (O2Sat >= ? -> O2Sat <= ?))"
557,"F[?,?](HR >= ? & MAP <= ?)"
558,"G[?,?](MAP <= ? | PTT >= ?)"
559,"G[?,?]((->Lactate <= ?HR >= ?) | FiO2 <= ?)"
560,"G[?,?]((&O2Sat <= ?Temp <= ?) | (Platelets <= ? -> O2Sat <= ?))"
561,"G[?,?](Resp <= ? | (AST >= ? -> Temp >= ?))"
562,"G[?,?]((|Temp <= ?HR >= ?) | (Temp <= ? -> Temp <= ?))"
563,"G[?,?]((->Temp <= ?Temp >= ?) | (Platelets <= ? -> Temp >= ?))"
564,"G[?,?]((|Temp <= ?SBP >= ?) | (HR <= ? -> MAP <= ?))"
565,"G[?,?]((|SBP <= ?WBC <= ?) | Resp >= ?)"
566,"G[?,?](DBP <= ? | Creatinine >= ?)"
567,"G[?,?](Creatinine <= ? | (Temp >= ? -> O2Sat <= ?))"
568,"G[?,?]((->O2Sat >= ?Temp <= ?) | (MAP <= ? | Temp >= ?))"
569,"G[?,?](Chloride <= ? -> EtCO2 <= ?)"
570,"G[?,?]((|O2Sat >= ?HR <= ?) | (Temp >= ? -> O2Sat <= ?))"
571,"G[?,?](Bilirubin_total <= ? -> (O2Sat <= ? & O2Sat >= ?))"
572,"G[?,?](Resp >= ? | (Temp <= ? -> Temp <= ?))"
573,"G[?,?]((->Lactate <= ?SBP >= ?) | Alkalinephos >= ?)"
574,"F[?,?](HR >= ? & pH <= ?)"
575,"G[?,?](AST <= ? -> EtCO2 >= ?)"
576,"G[?,?]((->Temp <= ?SBP >= ?) | Resp >= ?)"
577,"G[?,?]((|pH <= ?HR >= ?) | (O2Sat <= ? & Temp >= ?))"
578,"G[?,?](Phosphate <= ? | (MAP <= ? | TroponinI >= ?))"
579,"G[?,?]((&Temp <= ?HR <= ?) | (Temp <= ? -> MAP <= ?))"
580,"G[?,?](Platelets >= ? -> BUN <= ?)"
581,"G[?,?]((|HR <= ?MAP >= ?) | (HR <= ? -> SBP >= ?))"
582,"G[?,?](Glucose <= ? -> (O2Sat >= ? -> O2Sat >= ?))"
583,"G[?,?](MAP >= ? -> PaCO2 <= ?)"
584,"G[?,?]((->Temp <= ?SBP >= ?) | (AST >= ? -> SBP <= ?))"
585,"G[?,?]((&Potassium >= ?O2Sat <= ?) -> SepsisLabel >= ?)"
586,"G[?,?](TroponinI <= ? | (O2Sat >= ? -> SBP >= ?))"
587,"G[?,?]((->Temp <= ?O2Sat <= ?) | (O2Sat >= ? & Temp <= ?))"
588,"G[?,?]((->HR <= ?SBP <= ?) | (Temp >= ? -> SBP <= ?))"
589,"G[?,?]((|O2Sat >= ?O2Sat >= ?) | (O2Sat >= ? -> Temp <= ?))"
590,"G[?,?](Bilirubin_total >= ? | Phosphate >= ?)"
591,"G[?,?](PaCO2 <= ? | (HR >= ? -> Temp >= ?))"
592,"G[?,?]((&Lactate <= ?Temp <= ?) | BaseExcess >= ?)"
593,"G[?,?](HCO3 <= ? -> SaO2 <= ?)"
594,"G[?,?](PaCO2 <= ? | PaCO2 <= ?)"
595,"G[?,?](FiO2 >= ? | (HR <= ? -> Temp >= ?))"
596,"G[?,?]((->SBP <= ?Temp <= ?) | (SBP <= ? -> SBP <= ?))"
597,"G[?,?]((|O2Sat >= ?SBP >= ?) | (HR >= ? | HR <= ?))"
598,"G[?,?](AST <= ? | (AST >= ? -> O2Sat >= ?))"
599,"G[?,?]((&Temp >= ?Temp >= ?) -> Potassium <= ?)"
600,"G[?,?]((->SBP <= ?HR <= ?) | Magnesium >= ?)"
601,"(BaseExcess >= ?) U[?,?] (HR >= ?)"
602,"G[?,?](Bilirubin_total <= ? | pH <= ?)"
603,"G[?,?]((|Temp >= ?MAP >= ?) | Fibrinogen >= ?)"
604,"G[?,?](SaO2 <= ? | (Temp <= ? -> Temp <= ?))"
605,"G[?,?]((|pH <= ?HR >= ?) | (HR >= ? | O2Sat >= ?))"
606,"G[?,?]((|SBP >= ?HR <= ?) | HR <= ?)"
607,"G[?,?](Creatinine >= ? -> (Temp >= ? & O2Sat >= ?))"
608,"G[?,?](Platelets <= ? -> (O2Sat >= ? & O2Sat >= ?))"
609,"G[?,?]((->Temp >= ?HR <= ?) | (O2Sat >= ? | HR <= ?))"
610,"G[?,?]((|SBP <= ?WBC <= ?) | (HR <= ? | HR >= ?))"
611,"G[?,?](EtCO2 >= ? -> Glucose <= ?)"
612,"G[?,?](DBP >= ? -> MAP <= ?)"
613,"G[?,?](PaCO2 >= ? | SBP <= ?)"
614,"G[?,?]((|O2Sat >= ?O2Sat >= ?) | (SBP <= ? | TroponinI >= ?))"
615,"G[?,?]((&O2Sat <= ?HR >= ?) -> Lactate <= ?)"
616,"G[?,?]((->O2Sat <= ?HR <= ?) | Glucose >= ?)"
617,"G[?,?](Hgb >= ? | (O2Sat <= ? -> O2Sat >= ?))"
618,"G[?,?](Chloride <= ? | (HR <= ? | Temp <= ?))"
619,"G[?,?]((|SBP >= ?O2Sat >= ?) | (Temp >= ? -> O2Sat >= ?))"
620,"G[?,?]((->O2Sat <= ?Temp >= ?) | pH <= ?)"
621,"G[?,?]((->O2Sat <= ?Temp <= ?) | O2Sat <= ?)"
622,"G[?,?]((->SBP <= ?SBP >= ?) | (O2Sat <= ? & O2Sat <= ?))"
623,"G[?,?]((&Temp >= ?O2Sat <= ?) -> HR <= ?)"
624,"G[?,?]((->Temp >= ?Temp <= ?) | Hgb <= ?)"
625,"G[?,?]((&O2Sat >= ?Temp <= ?) | (Temp <= ? -> O2Sat >= ?))"
626,"G[?,?]((->SBP <= ?O2Sat <= ?) | (O2Sat >= ? -> Temp >= ?))"
627,"G[?,?](Resp >= ? | (Temp <= ? -> SBP >= ?))"
628,"G[?,?]((->O2Sat <= ?SBP >= ?) | (O2Sat >= ? | TroponinI >= ?))"
629,"G[?,?]((->O2Sat >= ?Temp >= ?) | Hgb <= ?)"
630,"G[?,?]((|Temp <= ?HR >= ?) | AST >= ?)"
631,"G[?,?]((->Temp >= ?SBP >= ?) | (HR >= ? | SBP <= ?))"
632,"G[?,?]((&SBP <= ?O2Sat >= ?) | (O2Sat >= ? -> Temp >= ?))"
633,"G[?,?]((|Temp >= ?MAP >= ?) | Glucose >= ?)"
634,"(Phosphate >= ?) U[?,?] (BUN <= ?)"
635,"G[?,?](Platelets >= ? | TroponinI >= ?)"
636,"G[?,?]((->SBP <= ?HR <= ?) | O2Sat <= ?)"
637,"G[?,?](DBP >= ? -> Bilirubin_direct <= ?)"
638,"G[?,?](Potassium >= ? | (Platelets <= ? -> Temp <= ?))"
639,"G[?,?]((&Potassium >= ?HR >= ?) -> Hgb <= ?)"
640,"G[?,?]((->Lactate <= ?HR >= ?) | O2Sat >= ?)"
641,"G[?,?](PTT <= ? | (HR >= ? | HR >= ?))"
642,"G[?,?]((->Temp <= ?HR >= ?) | (O2Sat >= ? | HR >= ?))"
643,"G[?,?](PaCO2 <= ? | (MAP <= ? | Temp >= ?))"
644,"G[?,?]((->Temp >= ?Temp <= ?) | (O2Sat <= ? -> Temp >= ?))"
645,"G[?,?](Creatinine >= ? | (HR <= ? | Temp >= ?))"
646,"G[?,?]((->O2Sat <= ?O2Sat <= ?) | (HR >= ? -> HR <= ?))"
647,"G[?,?]((->HR <= ?O2Sat <= ?) | Fibrinogen >= ?)"
648,"G[?,?](Alkalinephos >= ? | BaseExcess >= ?)"
649,"G[?,?]((|Temp >= ?MAP >= ?) | (SBP <= ? | Temp >= ?))"
650,"G[?,?]((->O2Sat >= ?HR <= ?) | (O2Sat >= ? | SBP <= ?))"
651,"G[?,?]((->Lactate <= ?HR <= ?) | PaCO2 >= ?)"
652,"G[?,?]((|SBP <= ?HR >= ?) | WBC >= ?)"
653,"G[?,?](Fibrinogen >= ? | (SBP >= ? -> SBP >= ?))"
654,"G[?,?]((->Temp <= ?Temp >= ?) | (MAP <= ? | HR >= ?))"
655,"G[?,?](HCO3 <= ? | PaCO2 >= ?)"
656,"(MAP >= ?) U[?,?] (Hgb >= ?)"
657,"G[?,?](HR <= ? | Phosphate <= ?)"
658,"G[?,?]((|SBP >= ?SBP >= ?) | (O2Sat <= ? -> O2Sat >= ?))"
659,"G[?,?]((|SBP >= ?Temp <= ?) | (O2Sat >= ? -> SBP <= ?))"
660,"G[?,?](Potassium <= ? | (SBP <= ? | HR >= ?))"
661,"G[?,?]((|pH <= ?MAP >= ?) | Calcium <= ?)"
662,"G[?,?](EtCO2 <= ? | O2Sat <= ?)"
663,"G[?,?]((&Temp <= ?HR <= ?) | (O2Sat >= ? & Temp >= ?))"
664,"G[?,?]((|HR <= ?HR >= ?) | (SBP <= ? | SBP <= ?))"
665,"G[?,?](Hct >= ? | (O2Sat <= ? -> O2Sat <= ?))"
666,"G[?,?]((|O2Sat >= ?Temp >= ?) | Bilirubin_total <= ?)"
667,"G[?,?]((->HR <= ?SBP <= ?) | (O2Sat >= ? -> Temp >= ?))"
668,"G[?,?]((|SBP <= ?SBP <= ?) | HCO3 >= ?)"
669,"G[?,?](HCO3 <= ? | (Temp <= ? & O2Sat <= ?))"
670,"G[?,?]((->O2Sat <= ?SBP >= ?) | SaO2 >= ?)"
671,"G[?,?](Creatinine >= ? | (HR <= ? -> O2Sat >= ?))"
672,"G[?,?]((->Temp <= ?SBP >= ?) | Hct <= ?)"
673,"G[?,?](Resp >= ? -> FiO2 <= ?)"
674,"G[?,?]((&O2Sat >= ?HR <= ?) | (Temp <= ? -> O2Sat <= ?))"
675,"G[?,?]((->Hgb >= ?SBP >= ?) | EtCO2 >= ?)"
676,"G[?,?](WBC >= ? | (O2Sat >= ? | HR >= ?))"
677,"G[?,?]((->Temp >= ?SBP <= ?) | Hgb >= ?)"
678,"G[?,?]((->Hgb >= ?SBP <= ?) | Lactate >= ?)"
679,"G[?,?](O2Sat >= ? -> (O2Sat >= ? & HR >= ?))"
680,"G[?,?]((->Temp <= ?SBP <= ?) | EtCO2 >= ?)"
681,"G[?,?]((|SBP >= ?Temp >= ?) | (Platelets <= ? -> Temp >= ?))"
682,"G[?,?]((->HR <= ?Temp >= ?) | (AST >= ? -> Temp <= ?))"
683,"G[?,?]((->HR <= ?Temp >= ?) | (Temp <= ? -> SBP >= ?))"
684,"G[?,?]((->O2Sat >= ?MAP <= ?) | Hgb >= ?)"
685,"G[?,?]((&Lactate <= ?HR <= ?) | EtCO2 >= ?)"
686,"G[?,?]((->O2Sat >= ?Temp >= ?) | HCO3 >= ?)"
687,"G[?,?]((&SBP <= ?Temp <= ?) | Chloride <= ?)"
688,"G[?,?]((&O2Sat <= ?Temp <= ?) | SepsisLabel <= ?)"
689,"G[?,?]((|pH <= ?WBC <= ?) | (SBP <= ? | TroponinI >= ?))"
690,"G[?,?](FiO2 <= ? | (Platelets <= ? -> SBP <= ?))"
691,"G[?,?]((|Temp <= ?SBP <= ?) | (O2Sat <= ? & O2Sat <= ?))"
692,"G[?,?](PaCO2 <= ? | (O2Sat >= ? & Temp <= ?))"
693,"G[?,?]((->O2Sat <= ?Temp >= ?) | FiO2 <= ?)"
694,"G[?,?]((|O2Sat >= ?HR <= ?) | (O2Sat >= ? -> MAP <= ?))"
695,"G[?,?](O2Sat <= ? -> Bilirubin_total <= ?)"
