,Initial Rule Trees
1665,"(Temp <= ?) U[?,?] (Mort <= ?)"
1666,"(SpO2 >= ?) U[?,?] (Mort >= ?)"
1667,"G[?,?](n_evts <= ? | LOS <= ?)"
1668,"G[?,?](ICU_Pt_Days <= ? | LOS >= ?)"
1669,"(Mort >= ?) U[?,?] (CHLORIDE >= ?)"
1670,"(y >= ?) U[?,?] (n_evts <= ?)"
1671,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (ALKALINE_PHOSPHATASE >= ?)"
1672,"(lds >= ?) U[?,?] (direct <= ?)"
1673,"(LOS <= ?) U[?,?] (ICU_Pt_Days >= ?)"
1674,"G[?,?](LOS <= ? | y <= ?)"
1675,"(CALCIUM >= ?) U[?,?] (CALCIUM >= ?)"
1676,"(y >= ?) U[?,?] (n_evts >= ?)"
1677,"(y >= ?) U[?,?] (CHLORIDE >= ?)"
1678,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
1679,"(CHLORIDE >= ?) U[?,?] (Pulse >= ?)"
1680,"(ALKALINE_PHOSPHATASE >= ?) U[?,?] (direct <= ?)"
1681,"(CHLORIDE >= ?) U[?,?] (CHLORIDE >= ?)"
1682,"(death <= ?) U[?,?] (Pulse >= ?)"
1683,"(Temp <= ?) U[?,?] (Mort >= ?)"
1684,"G[?,?](Mort <= ? -> LOS >= ?)"
1685,"(Temp <= ?) U[?,?] (SBP <= ?)"
1686,"(y <= ?) U[?,?] (SBP <= ?)"
1687,"(O2_Flow <= ?) U[?,?] (Pulse <= ?)"
1688,"(n_evts <= ?) U[?,?] (ALBUMIN >= ?)"
1689,"(MET <= ?) U[?,?] (direct <= ?)"
1690,"(y >= ?) U[?,?] (Temp >= ?)"
1691,"(CO2 >= ?) U[?,?] (tte <= ?)"
1692,"(O2_Flow >= ?) U[?,?] (LOS <= ?)"
1693,"G[?,?](edrk <= ? -> n_evts >= ?)"
1694,"(Temp <= ?) U[?,?] (LOS <= ?)"
1695,"(ICU_Pt_Days <= ?) U[?,?] (Pulse >= ?)"
1696,"(MET <= ?) U[?,?] (CHLORIDE >= ?)"
1697,"(tte >= ?) U[?,?] (SpO2 <= ?)"
1698,"G[?,?](tte <= ? -> ICU_Pt_Days >= ?)"
1699,"(SBP >= ?) U[?,?] (y >= ?)"
1700,"(O2_Flow >= ?) U[?,?] (O2_Flow <= ?)"
1701,"(MET >= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
1702,"(n_evts >= ?) U[?,?] (CALCIUM >= ?)"
1703,"(death >= ?) U[?,?] (WHITE_BLOOD_CELL_COUNT >= ?)"
1704,"(ICU_Pt_Days <= ?) U[?,?] (direct <= ?)"
1705,"(n_evts <= ?) U[?,?] (MET >= ?)"
1706,"(tte >= ?) U[?,?] (Resp <= ?)"
1707,"(ICU_Pt_Days <= ?) U[?,?] (O2_Flow >= ?)"
1708,"(Pulse <= ?) U[?,?] (n_evts >= ?)"
1709,"(tte <= ?) U[?,?] (death >= ?)"
1710,"(CHLORIDE >= ?) U[?,?] (tte <= ?)"
1711,"(CO2 >= ?) U[?,?] (SpO2 <= ?)"
1712,"(ICU_Pt_Days >= ?) U[?,?] (ALKALINE_PHOSPHATASE >= ?)"
1713,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (SpO2 >= ?)"
1714,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (O2_Flow <= ?)"
1715,"(lds >= ?) U[?,?] (Temp <= ?)"
1716,"(direct >= ?) U[?,?] (ICU_Pt_Days <= ?)"
1717,"(Pulse >= ?) U[?,?] (Mort <= ?)"
1718,"(O2_Flow >= ?) U[?,?] (tte >= ?)"
1719,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (direct <= ?)"
1720,"(death <= ?) U[?,?] (SBP >= ?)"
1721,"(death <= ?) U[?,?] (SpO2 <= ?)"
1722,"(death <= ?) U[?,?] (Mort <= ?)"
1723,"(BLOOD_UREA_NITROGEN >= ?) U[?,?] (WHITE_BLOOD_CELL_COUNT >= ?)"
1724,"(ALBUMIN >= ?) U[?,?] (direct <= ?)"
1725,"(ALKALINE_PHOSPHATASE >= ?) U[?,?] (y <= ?)"
1726,"(SpO2 >= ?) U[?,?] (ALT_GPT >= ?)"
1727,"G[?,?](Mort <= ? & ICU_Pt_Days <= ?)"
1728,"(AST_GOT >= ?) U[?,?] (ALBUMIN >= ?)"
1729,"(CO2 >= ?) U[?,?] (ALT_GPT >= ?)"
1730,"G[?,?](Mort >= ? | Mort >= ?)"
1731,"G[?,?](n_evts <= ? -> Mort >= ?)"
1732,"(Pulse >= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
1733,"(LOS <= ?) U[?,?] (Mort >= ?)"
1734,"(ICU_Pt_Days <= ?) U[?,?] (ICU_Pt_Days <= ?)"
1735,"(death <= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
1736,"(Resp >= ?) U[?,?] (death <= ?)"
1737,"(MET >= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
1738,"(CALCIUM >= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
1739,"(O2_Flow <= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
1740,"(Resp >= ?) U[?,?] (n_evts <= ?)"
1741,"(O2_Flow <= ?) U[?,?] (tte <= ?)"
1742,"(CALCIUM >= ?) U[?,?] (MET >= ?)"
1743,"G[?,?](Mort >= ? | Glasgow_Coma_Scale_Total <= ?)"
1744,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (n_evts <= ?)"
1745,"(LOS >= ?) U[?,?] (Pulse >= ?)"
1746,"(Mort >= ?) U[?,?] (Pulse >= ?)"
1747,"(SpO2 >= ?) U[?,?] (LOS >= ?)"
1748,"(y >= ?) U[?,?] (y <= ?)"
1749,"G[?,?](LOS <= ? -> LOS >= ?)"
1750,"(Pulse >= ?) U[?,?] (CALCIUM >= ?)"
1751,"(SpO2 <= ?) U[?,?] (ALKALINE_PHOSPHATASE >= ?)"
1752,"(Temp >= ?) U[?,?] (O2_Flow <= ?)"
1753,"(SBP >= ?) U[?,?] (y <= ?)"
1754,"(SpO2 <= ?) U[?,?] (death <= ?)"
1755,"(n_evts >= ?) U[?,?] (ALT_GPT >= ?)"
1756,"(ICU_Pt_Days >= ?) U[?,?] (Temp <= ?)"
1757,"(O2_Flow <= ?) U[?,?] (death >= ?)"
1758,"(LOS >= ?) U[?,?] (death >= ?)"
1759,"(CALCIUM >= ?) U[?,?] (MET <= ?)"
1760,"(death >= ?) U[?,?] (SpO2 <= ?)"
1761,"(Mort >= ?) U[?,?] (ALT_GPT >= ?)"
1762,"(tte >= ?) U[?,?] (MET <= ?)"
1763,"(death <= ?) U[?,?] (Temp >= ?)"
1764,"(Mort <= ?) U[?,?] (Pulse >= ?)"
1765,"(direct <= ?) U[?,?] (Temp <= ?)"
1766,"G[?,?](Mort >= ? -> Mort <= ?)"
1767,"G[?,?](Mort >= ? -> tte <= ?)"
1768,"(SpO2 >= ?) U[?,?] (Resp >= ?)"
1769,"(Resp >= ?) U[?,?] (n_evts >= ?)"
1770,"(death <= ?) U[?,?] (SpO2 >= ?)"
1771,"(Resp <= ?) U[?,?] (AST_GOT >= ?)"
1772,"F[?,?](LOS >= ? -> LOS >= ?)"
1773,"(BLOOD_UREA_NITROGEN >= ?) U[?,?] (y >= ?)"
1774,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (Temp <= ?)"
1775,"(y >= ?) U[?,?] (death >= ?)"
1776,"G[?,?](y <= ? -> ICU_Pt_Days >= ?)"
1777,"(SBP <= ?) U[?,?] (O2_Flow <= ?)"
1778,"(MET <= ?) U[?,?] (Resp >= ?)"
1779,"G[?,?](ICU_Pt_Days <= ? -> LOS >= ?)"
1780,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (direct >= ?)"
1781,"(n_evts <= ?) U[?,?] (tte <= ?)"
1782,"(Pulse <= ?) U[?,?] (MET <= ?)"
1783,"(ICU_Pt_Days >= ?) U[?,?] (Mort <= ?)"
1784,"(Mort >= ?) U[?,?] (ALKALINE_PHOSPHATASE >= ?)"
1785,"(ALT_GPT >= ?) U[?,?] (Temp >= ?)"
1786,"(AST_GOT >= ?) U[?,?] (AST_GOT >= ?)"
1787,"(MET >= ?) U[?,?] (n_evts >= ?)"
1788,"(n_evts <= ?) U[?,?] (death <= ?)"
1789,"(SpO2 <= ?) U[?,?] (MET <= ?)"
1790,"(tte >= ?) U[?,?] (Pulse <= ?)"
1791,"(direct <= ?) U[?,?] (direct >= ?)"
1792,"G[?,?](y <= ? -> ICU_Pt_Days <= ?)"
1793,"(ALBUMIN >= ?) U[?,?] (LOS >= ?)"
1794,"(Resp >= ?) U[?,?] (death >= ?)"
1795,"(tte <= ?) U[?,?] (ALKALINE_PHOSPHATASE >= ?)"
1796,"(Temp <= ?) U[?,?] (AST_GOT >= ?)"
1797,"G[?,?](LOS >= ? -> tte <= ?)"
1798,"(SpO2 >= ?) U[?,?] (Mort <= ?)"
1799,"G[?,?](ICU_Pt_Days <= ? -> Mort <= ?)"
1800,"(O2_Flow <= ?) U[?,?] (tte >= ?)"
1801,"G[?,?](y <= ? -> y <= ?)"
1802,"G[?,?](Mort >= ? -> LACTIC_ACID >= ?)"
1803,"(y >= ?) U[?,?] (y >= ?)"
1804,"(SpO2 >= ?) U[?,?] (ICU_Pt_Days <= ?)"
1805,"(O2_Flow >= ?) U[?,?] (WHITE_BLOOD_CELL_COUNT >= ?)"
1806,"(CHLORIDE >= ?) U[?,?] (CALCIUM >= ?)"
1807,"(ALKALINE_PHOSPHATASE >= ?) U[?,?] (SBP <= ?)"
1808,"(SpO2 >= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
1809,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (Temp >= ?)"
1810,"(y <= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
1811,"(CO2 >= ?) U[?,?] (ALKALINE_PHOSPHATASE >= ?)"
1812,"(Resp <= ?) U[?,?] (Pulse >= ?)"
1813,"(direct >= ?) U[?,?] (ALBUMIN >= ?)"
1814,"(ALKALINE_PHOSPHATASE >= ?) U[?,?] (Mort >= ?)"
1815,"G[?,?](n_evts <= ? | n_evts >= ?)"
1816,"(ICU_Pt_Days <= ?) U[?,?] (LOS <= ?)"
1817,"(LOS >= ?) U[?,?] (SBP >= ?)"
1818,"(CALCIUM >= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
1819,"(ICU_Pt_Days <= ?) U[?,?] (death >= ?)"
1820,"(n_evts <= ?) U[?,?] (ALT_GPT >= ?)"
1821,"(LOS <= ?) U[?,?] (y <= ?)"
1822,"(Resp >= ?) U[?,?] (y >= ?)"
1823,"(y >= ?) U[?,?] (Temp <= ?)"
1824,"(ALBUMIN >= ?) U[?,?] (O2_Flow <= ?)"
1825,"G[?,?](PROTIME_INR <= ? | Glasgow_Coma_Scale_Total <= ?)"
1826,"(n_evts >= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
1827,"(tte <= ?) U[?,?] (SpO2 <= ?)"
1828,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (y >= ?)"
1829,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (n_evts >= ?)"
1830,"G[?,?](LOS >= ? | ICU_Pt_Days <= ?)"
1831,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (MET <= ?)"
1832,"(MET <= ?) U[?,?] (O2_Flow <= ?)"
1833,"(Mort <= ?) U[?,?] (ALBUMIN >= ?)"
1834,"(O2_Flow >= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
1835,"G[?,?](LOS <= ? -> y >= ?)"
1836,"(ALT_GPT >= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
1837,"(O2_Flow <= ?) U[?,?] (Mort <= ?)"
1838,"(ALT_GPT >= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
1839,"(ICU_Pt_Days >= ?) U[?,?] (CALCIUM >= ?)"
1840,"(CHLORIDE >= ?) U[?,?] (Resp >= ?)"
1841,"(ALT_GPT >= ?) U[?,?] (n_evts <= ?)"
1842,"(tte >= ?) U[?,?] (Temp >= ?)"
1843,"(Temp >= ?) U[?,?] (SBP >= ?)"
1844,"(Temp >= ?) U[?,?] (death <= ?)"
1845,"(O2_Flow >= ?) U[?,?] (AST_GOT >= ?)"
1846,"(death >= ?) U[?,?] (CALCIUM >= ?)"
1847,"(CHLORIDE >= ?) U[?,?] (n_evts <= ?)"
1848,"G[?,?](n_evts <= ? | n_evts <= ?)"
1849,"(BLOOD_UREA_NITROGEN >= ?) U[?,?] (ALT_GPT >= ?)"
1850,"G[?,?](LOS <= ? | ICU_Pt_Days >= ?)"
1851,"F[?,?](edrk >= ? & LOS >= ?)"
1852,"(ALBUMIN >= ?) U[?,?] (SBP <= ?)"
1853,"(direct >= ?) U[?,?] (Temp >= ?)"
1854,"(Temp >= ?) U[?,?] (ICU_Pt_Days <= ?)"
1855,"(n_evts >= ?) U[?,?] (Mort >= ?)"
1856,"(AST_GOT >= ?) U[?,?] (CHLORIDE >= ?)"
1857,"(tte <= ?) U[?,?] (ICU_Pt_Days >= ?)"
1858,"(ICU_Pt_Days >= ?) U[?,?] (ICU_Pt_Days <= ?)"
1859,"(tte >= ?) U[?,?] (direct <= ?)"
1860,"(Temp >= ?) U[?,?] (tte <= ?)"
1861,"(Pulse <= ?) U[?,?] (tte <= ?)"
1862,"(MET >= ?) U[?,?] (Mort <= ?)"
1863,"(n_evts <= ?) U[?,?] (Pulse >= ?)"
1864,"(ALKALINE_PHOSPHATASE >= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
1865,"(ICU_Pt_Days <= ?) U[?,?] (ALT_GPT >= ?)"
1866,"G[?,?](LOS <= ? -> LOS <= ?)"
1867,"(SpO2 <= ?) U[?,?] (SpO2 >= ?)"
1868,"(CO2 >= ?) U[?,?] (ICU_Pt_Days <= ?)"
1869,"G[?,?](n_evts >= ? -> Mort >= ?)"
1870,"(SpO2 >= ?) U[?,?] (direct >= ?)"
1871,"(AST_GOT >= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
1872,"(Resp <= ?) U[?,?] (SBP <= ?)"
1873,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (ICU_Pt_Days >= ?)"
1874,"(Pulse <= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
1875,"(O2_Flow <= ?) U[?,?] (n_evts <= ?)"
1876,"(Pulse >= ?) U[?,?] (n_evts <= ?)"
1877,"(SBP >= ?) U[?,?] (CHLORIDE >= ?)"
1878,"(SpO2 >= ?) U[?,?] (direct <= ?)"
1879,"(CALCIUM >= ?) U[?,?] (Pulse <= ?)"
1880,"(Temp <= ?) U[?,?] (ICU_Pt_Days <= ?)"
1881,"(Pulse >= ?) U[?,?] (WHITE_BLOOD_CELL_COUNT >= ?)"
1882,"(CO2 >= ?) U[?,?] (y >= ?)"
1883,"G[?,?](Mort >= ? | LOS >= ?)"
1884,"(SBP <= ?) U[?,?] (O2_Flow >= ?)"
1885,"(tte >= ?) U[?,?] (Mort <= ?)"
1886,"(death >= ?) U[?,?] (MET >= ?)"
1887,"G[?,?](n_evts <= ? | Mort <= ?)"
1888,"(AST_GOT >= ?) U[?,?] (ICU_Pt_Days <= ?)"
1889,"(tte <= ?) U[?,?] (y >= ?)"
1890,"(tte <= ?) U[?,?] (ICU_Pt_Days <= ?)"
1891,"(SpO2 <= ?) U[?,?] (ICU_Pt_Days <= ?)"
1892,"(AST_GOT >= ?) U[?,?] (n_evts >= ?)"
1893,"(ALT_GPT >= ?) U[?,?] (death <= ?)"
1894,"(death >= ?) U[?,?] (Pulse >= ?)"
1895,"G[?,?](PROTIME_INR <= ? | n_evts >= ?)"
1896,"(direct <= ?) U[?,?] (ALT_GPT >= ?)"
1897,"(Temp <= ?) U[?,?] (ALT_GPT >= ?)"
1898,"(y >= ?) U[?,?] (O2_Flow <= ?)"
1899,"(BLOOD_UREA_NITROGEN >= ?) U[?,?] (SpO2 >= ?)"
1900,"(n_evts <= ?) U[?,?] (n_evts <= ?)"
1901,"(lds >= ?) U[?,?] (CALCIUM >= ?)"
1902,"(MET <= ?) U[?,?] (ICU_Pt_Days <= ?)"
1903,"(lds >= ?) U[?,?] (MET >= ?)"
1904,"(MET >= ?) U[?,?] (ALKALINE_PHOSPHATASE >= ?)"
1905,"G[?,?](LOS <= ? -> LACTIC_ACID >= ?)"
1906,"(ALBUMIN >= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
1907,"(direct >= ?) U[?,?] (death <= ?)"
1908,"(LOS >= ?) U[?,?] (CHLORIDE >= ?)"
1909,"(n_evts <= ?) U[?,?] (direct >= ?)"
1910,"(SBP <= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
1911,"(Pulse <= ?) U[?,?] (direct <= ?)"
1912,"(SBP >= ?) U[?,?] (Pulse <= ?)"
1913,"(ALT_GPT >= ?) U[?,?] (CALCIUM >= ?)"
1914,"(lds >= ?) U[?,?] (ICU_Pt_Days >= ?)"
1915,"(SBP >= ?) U[?,?] (tte <= ?)"
1916,"F[?,?](LOS >= ? & LOS >= ?)"
1917,"(LOS >= ?) U[?,?] (SpO2 <= ?)"
1918,"G[?,?](LOS >= ? | death >= ?)"
1919,"(y >= ?) U[?,?] (Resp <= ?)"
1920,"(CO2 >= ?) U[?,?] (Mort >= ?)"
1921,"(Resp >= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
1922,"(n_evts <= ?) U[?,?] (CHLORIDE >= ?)"
1923,"(LOS >= ?) U[?,?] (ICU_Pt_Days >= ?)"
1924,"(direct >= ?) U[?,?] (Resp >= ?)"
1925,"(SpO2 >= ?) U[?,?] (ICU_Pt_Days >= ?)"
1926,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (CHLORIDE >= ?)"
1927,"(Mort <= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
1928,"(ICU_Pt_Days <= ?) U[?,?] (death <= ?)"
1929,"(direct <= ?) U[?,?] (Mort >= ?)"
1930,"(SBP >= ?) U[?,?] (Resp >= ?)"
1931,"(SpO2 <= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
1932,"(tte <= ?) U[?,?] (SBP >= ?)"
1933,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (ALKALINE_PHOSPHATASE >= ?)"
1934,"(ICU_Pt_Days <= ?) U[?,?] (SBP <= ?)"
1935,"(MET <= ?) U[?,?] (CALCIUM >= ?)"
1936,"(MET >= ?) U[?,?] (SpO2 <= ?)"
1937,"(O2_Flow <= ?) U[?,?] (O2_Flow >= ?)"
1938,"(BLOOD_UREA_NITROGEN >= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
1939,"(Mort <= ?) U[?,?] (tte >= ?)"
1940,"G[?,?](n_evts <= ? -> n_evts <= ?)"
1941,"(Pulse >= ?) U[?,?] (ICU_Pt_Days >= ?)"
1942,"(CO2 >= ?) U[?,?] (Resp >= ?)"
1943,"(Mort <= ?) U[?,?] (y >= ?)"
1944,"(Pulse <= ?) U[?,?] (y >= ?)"
1945,"G[?,?](tte <= ? -> Mort <= ?)"
1946,"(ALBUMIN >= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
1947,"(Resp >= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
1948,"(Mort >= ?) U[?,?] (Temp <= ?)"
1949,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (MET >= ?)"
1950,"(ALT_GPT >= ?) U[?,?] (Mort <= ?)"
1951,"(Mort >= ?) U[?,?] (O2_Flow >= ?)"
1952,"(direct <= ?) U[?,?] (SpO2 <= ?)"
1953,"(Temp <= ?) U[?,?] (Temp >= ?)"
1954,"(Mort <= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
1955,"(direct >= ?) U[?,?] (ICU_Pt_Days >= ?)"
